time (s),/D5 (V)
90.20E-9,225.9E-6
90.21E-9,234.7E-6
90.21E-9,251.2E-6
90.22E-9,272.5E-6
90.23E-9,282.4E-6
90.25E-9,282.3E-6
90.26E-9,277.9E-6
90.28E-9,274.8E-6
90.29E-9,274.2E-6
90.31E-9,274.9E-6
90.34E-9,275.9E-6
90.37E-9,275.4E-6
90.42E-9,270.0E-6
90.48E-9,255.5E-6
90.57E-9,227.3E-6
90.68E-9,187.2E-6
90.83E-9,150.2E-6
91.01E-9,110.3E-6
91.19E-9,48.25E-6
91.39E-9,3.564E-6
91.49E-9,2.881E-6
91.68E-9,-1.871E-6
91.87E-9,932.8E-9
92.24E-9,-1.804E-6
92.50E-9,663.3E-9
92.50E-9,42.26E-6
92.50E-9,121.8E-6
92.50E-9,260.6E-6
92.50E-9,387.6E-6
92.50E-9,543.1E-6
92.51E-9,659.0E-6
92.51E-9,728.9E-6
92.52E-9,739.8E-6
92.53E-9,721.3E-6
92.53E-9,703.4E-6
92.53E-9,681.3E-6
92.54E-9,668.9E-6
92.54E-9,661.3E-6
92.54E-9,665.4E-6
92.54E-9,680.7E-6
92.54E-9,692.6E-6
92.55E-9,698.6E-6
92.55E-9,696.8E-6
92.55E-9,693.5E-6
92.55E-9,689.1E-6
92.55E-9,684.8E-6
92.55E-9,675.5E-6
92.55E-9,670.8E-6
92.55E-9,661.8E-6
92.55E-9,644.1E-6
92.55E-9,635.6E-6
92.55E-9,619.0E-6
92.55E-9,587.7E-6
92.55E-9,531.4E-6
92.55E-9,438.5E-6
92.55E-9,305.2E-6
92.56E-9,196.1E-6
92.56E-9,113.2E-6
92.56E-9,61.39E-6
92.57E-9,85.39E-6
92.57E-9,160.7E-6
92.58E-9,253.1E-6
92.58E-9,347.5E-6
92.58E-9,443.2E-6
92.59E-9,537.3E-6
92.60E-9,420.4E-6
92.60E-9,-781.7E-6
92.61E-9,-3.361E-3
92.61E-9,-7.221E-3
92.61E-9,-8.534E-3
92.62E-9,-10.83E-3
92.62E-9,-12.68E-3
92.62E-9,-11.97E-3
92.63E-9,-9.521E-3
92.63E-9,-8.793E-3
92.63E-9,-7.410E-3
92.63E-9,-6.767E-3
92.63E-9,-5.584E-3
92.64E-9,-5.049E-3
92.64E-9,-4.087E-3
92.64E-9,-3.661E-3
92.64E-9,-2.908E-3
92.64E-9,-1.750E-3
92.65E-9,-536.9E-6
92.66E-9,85.20E-6
92.67E-9,330.6E-6
92.69E-9,356.8E-6
92.71E-9,303.2E-6
92.74E-9,239.1E-6
92.78E-9,178.9E-6
92.85E-9,122.6E-6
92.94E-9,87.07E-6
93.06E-9,61.56E-6
93.22E-9,44.36E-6
93.45E-9,31.33E-6
93.75E-9,22.52E-6
94.16E-9,15.76E-6
94.58E-9,12.35E-6
95.00E-9,9.757E-6
95.00E-9,-11.81E-6
95.00E-9,-49.36E-6
95.00E-9,-103.7E-6
95.00E-9,-147.0E-6
95.00E-9,-199.1E-6
95.01E-9,-252.1E-6
95.01E-9,-299.1E-6
95.02E-9,-329.4E-6
95.03E-9,-366.1E-6
95.03E-9,-417.8E-6
95.04E-9,-515.2E-6
95.04E-9,-859.8E-6
95.05E-9,-1.407E-3
95.05E-9,-2.211E-3
95.05E-9,-2.207E-3
95.05E-9,-2.197E-3
95.05E-9,-2.182E-3
95.05E-9,-2.170E-3
95.05E-9,-2.166E-3
95.05E-9,-2.163E-3
95.05E-9,-2.161E-3
95.05E-9,-2.156E-3
95.06E-9,-2.107E-3
95.06E-9,-2.000E-3
95.06E-9,-1.789E-3
95.07E-9,-1.373E-3
95.07E-9,-495.4E-6
95.08E-9,257.2E-6
95.08E-9,636.8E-6
95.08E-9,614.6E-6
95.09E-9,463.2E-6
95.09E-9,342.5E-6
95.10E-9,277.8E-6
95.10E-9,244.9E-6
95.10E-9,241.7E-6
95.10E-9,235.0E-6
95.10E-9,223.3E-6
95.10E-9,218.8E-6
95.10E-9,210.9E-6
95.10E-9,199.6E-6
95.10E-9,188.3E-6
95.11E-9,188.6E-6
95.11E-9,207.8E-6
95.12E-9,220.7E-6
95.13E-9,223.2E-6
95.14E-9,220.8E-6
95.15E-9,220.0E-6
95.17E-9,225.4E-6
95.19E-9,233.8E-6
95.20E-9,243.0E-6
95.22E-9,250.5E-6
95.23E-9,258.1E-6
95.26E-9,266.1E-6
95.30E-9,273.7E-6
95.35E-9,276.9E-6
95.42E-9,269.7E-6
95.52E-9,245.8E-6
95.64E-9,203.3E-6
95.81E-9,155.5E-6
96.03E-9,103.9E-6
96.22E-9,39.92E-6
96.43E-9,1.369E-6
96.52E-9,1.984E-6
96.69E-9,-1.322E-6
96.90E-9,978.8E-9
97.20E-9,-1.160E-6
97.50E-9,767.5E-9
97.50E-9,44.55E-6
97.50E-9,128.4E-6
97.50E-9,273.8E-6
97.50E-9,411.9E-6
97.50E-9,583.0E-6
97.51E-9,705.3E-6
97.51E-9,772.4E-6
97.52E-9,773.2E-6
97.53E-9,740.0E-6
97.53E-9,699.6E-6
97.53E-9,624.4E-6
97.54E-9,555.9E-6
97.54E-9,490.5E-6
97.54E-9,496.7E-6
97.54E-9,548.9E-6
97.55E-9,620.3E-6
97.55E-9,671.7E-6
97.55E-9,709.1E-6
97.55E-9,734.5E-6
97.55E-9,729.8E-6
97.55E-9,719.7E-6
97.55E-9,714.6E-6
97.55E-9,704.8E-6
97.55E-9,685.8E-6
97.55E-9,650.1E-6
97.55E-9,585.8E-6
97.55E-9,480.1E-6
97.55E-9,333.0E-6
97.56E-9,212.3E-6
97.56E-9,132.0E-6
97.56E-9,134.0E-6
97.57E-9,190.9E-6
97.57E-9,271.4E-6
97.57E-9,353.6E-6
97.58E-9,439.2E-6
97.58E-9,529.6E-6
97.59E-9,533.3E-6
97.60E-9,-273.3E-6
97.60E-9,-2.233E-3
97.61E-9,-5.898E-3
97.61E-9,-9.949E-3
97.61E-9,-11.02E-3
97.61E-9,-11.48E-3
97.61E-9,-11.69E-3
97.61E-9,-11.78E-3
97.61E-9,-11.95E-3
97.62E-9,-12.19E-3
97.62E-9,-12.15E-3
97.62E-9,-10.84E-3
97.62E-9,-8.886E-3
97.63E-9,-7.063E-3
97.63E-9,-5.087E-3
97.63E-9,-2.988E-3
97.64E-9,-1.508E-3
97.65E-9,-512.6E-6
97.65E-9,59.51E-6
97.67E-9,328.2E-6
97.68E-9,368.3E-6
97.70E-9,313.8E-6
97.73E-9,249.2E-6
97.76E-9,188.6E-6
97.83E-9,128.7E-6
97.92E-9,91.40E-6
98.04E-9,64.60E-6
98.20E-9,46.59E-6
98.41E-9,32.98E-6
98.70E-9,23.67E-6
99.09E-9,16.67E-6
99.63E-9,12.04E-6
100.0E-9,9.894E-6
